feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
-2.866033906371902,1.9376179243596336,-0.5816834563614188,-2.2351340108691296,1.3944237244026625,-0.5754654141079523,-0.8655633330918129,0.1849548021804332,1.3732940868018886,2.257488310335188,0
1.7765916834307909,1.5168234047337124,-4.363956321694387,-3.2863473962630096,0.4798291666175636,2.2719000749680296,0.3004311578451311,1.1872400241081305,0.5045990424340748,2.4921971821433715,1
1.0149188589300795,-0.3186096361728585,1.606112547850897,0.7341164643261989,1.3637210906798902,-0.2591839296191929,-1.606645980881376,0.3449667063519542,-0.215164314269492,-1.1740146697217062,1
1.5837239153723286,-0.0061717926059415,1.5920012034197617,1.0669172718641518,1.6203151419573374,0.3922934321466,-1.9714028939448325,-0.4810919575356207,-1.177728034543463,-2.085517844570286,1
-0.0772412438018299,1.2926335976051049,-4.379948064220873,2.2732551779800296,-2.338267671160893,1.6760379398391847,-1.9482287883461396,-0.613779309120975,0.2939259601718754,-0.1691651158398999,1
-0.2775342062368381,1.4722556273529346,-1.1742522274873912,-3.478731513647261,2.0667690537354977,1.601373616758087,-0.6946848756973103,-0.6907759289021356,-0.6692684490316223,1.9856499721522312,0
1.343613352350396,-0.4299218761198051,-1.479498596191022,0.1963397956955495,-1.6414697505475797,-0.5276579569016269,1.764537456847057,0.0354982074059416,0.3158202228722624,0.5624925172364523,1
1.4378775305700298,-0.9497152100408582,3.172628418770456,0.3889008726260129,1.857234817371446,-0.4886168539519421,-0.7329441745374827,-1.4916554780834013,-1.0412413312306297,-1.7205361483208028,1
0.595759112211729,-0.5301651447685074,-2.58756409715724,-0.3168145877860355,-0.4373225059471184,1.6534020464805796,-1.1052588414740143,0.6752972093774495,2.6250633136923787,1.2610031281743297,0
-2.041882508954932,1.344567408559195,-1.363314550407161,-2.781841063374029,0.1175454743033677,2.612925160145358,1.7491457177613223,-0.9613901758943058,-1.8411136137605184,0.8566888001664618,0
1.031940855502955,1.2884618980685878,-3.428416351865389,1.4635320037060615,-1.094983769108605,1.715823841830311,-0.2276028084708824,-0.6366987639755308,1.7199942392412289,-1.5006164870515022,1
0.153242290640818,1.806591469674089,-4.906998427311728,3.679945029043944,-3.185767238047341,-0.2369002835549811,-3.212933783406581,-0.8972441146699729,-0.2001607847855653,0.4456704980367405,1
-3.004076033273727,0.6836128021477768,-0.3394402916808368,0.1984743977001023,-0.2474652290233638,0.3134199949689266,-2.1031632191129197,0.5012534648602976,-0.5152010499045263,1.2026834619877953,0
-2.020483662688581,2.097588904508183,-2.0566219346547463,-1.371017440477668,0.1488557390131746,0.0648080079769904,-1.6409502520053303,0.6004870427626134,-0.8022755169121227,2.426458180482324,0
-0.8391615360944713,1.2097263775980174,-2.454789121296537,1.8024876591094992,-1.1525108105230557,0.8688631551769802,-2.4873427480874817,-1.0746763416278968,-0.1525472176346599,-0.0672408052525914,0
2.999712180246096,1.5969597837798042,-6.483883103157603,4.960568205468059,-4.367653940055447,-0.8878970282541827,-2.712276386585394,-3.425795352833652,0.2381879472637942,-0.0453119486267803,1
-4.04564240283839,1.8241911490522376,-0.839178859251647,-1.3645198742765257,-0.6743096189106985,2.3075674849678585,1.6603678379455509,-0.0798669312845256,-2.313175174961821,-0.1315552031543656,0
1.4169845331985085,0.8216803695073044,-3.373930577895936,-2.234327324485682,0.4242186675447497,1.9300783386554377,-0.9426234709836846,-1.575321792837482,0.2968245065446309,2.2545862104917758,1
-0.7142422467978389,1.99683747650236,-3.27025029471184,-1.3009854377162422,0.1823667812511498,0.8062353334929555,-1.1925337834175431,0.6481820456339864,1.3668924330812833,1.8537130276756213,1
1.1063406058795988,0.2159571448343918,-3.0362997354779684,1.1563144215193817,-1.5475460181208796,-0.833066697958077,-3.2703427954927755,-0.7727287865685011,-0.5109148609790468,2.668805937574497,0
0.7996576131360333,0.7035818455386307,-3.748601107874849,-3.4878417300504805,0.175709365928494,1.2138515281691409,1.031090451831025,-0.646694126582599,2.4284670706679106,3.380155746451244,1
0.8075955910872106,-2.564878801895922,-1.9393732986211585,-3.073173841076909,-0.5013923754725377,1.641031826022693,1.9172994736488187,0.4615323363006494,4.1140601858102,3.424939036678277,1
2.882386324162568,-0.8410575599081184,-0.6405318055525275,0.8360576697446571,-1.580523648986325,-2.0008265454798733,2.2160745185178943,1.5244593739266763,0.4378901558964299,0.041804107040458,1
0.4481910353149864,2.868385539221787,-5.664313200130754,2.564184916136475,-2.529148240913711,-1.4997688417312065,-3.280300705110329,-0.1761605592046869,0.6966410178258055,1.7864496875710851,1
-2.0489600865253834,-1.5614124779264866,0.3177415158359411,3.795342847830249,-2.373938324063664,-1.0201043465802226,-4.665888729729316,-0.6394038488359698,-1.7607388214679458,1.2413892612169846,0
-3.897259153938706,-3.4135366011810957,10.155710498655118,-1.069621886386751,4.479521737428164,-2.298346328095649,-2.6106690245028914,-1.311350252008181,-1.19881651400317,0.0620563337475383,1
-0.2245107936484713,0.4251355707465494,-2.8265770030612662,-1.97555164972224,0.0482171661589618,2.046325555502823,0.0874074527783745,2.4664463725778787,1.988309446050976,1.765214949897674,1
0.845579920563028,-0.9100184165705903,2.92033167159362,-0.6482074393910933,2.193937434604482,1.3251564443647237,-0.6991588678116867,1.167618079959826,-2.0219618726918576,-1.608398913089729,1
-0.3643460074294917,1.1834340420146248,-2.8265673478118,-0.5144890312844733,-0.104492795348734,1.1872173665102694,-1.3234000523246112,1.1249199941936312,1.422757514263315,1.1485279398148351,1
3.720755687211692,2.591619389983636,-4.787866357774848,3.0776311163351164,-1.5641115467889162,0.3688540402221602,-0.9286967141003616,1.6769229934575491,0.558397398595093,-2.4432124689460584,1
-0.0564827069021038,0.5909677938923539,-2.5751074613505374,-2.80722598490069,0.523109219981412,0.5558942429578904,0.1809745415977337,-1.2692947461725668,2.6049454480069207,3.0272357050783687,1
1.3366704066822712,1.9022715247740425,-4.124391888727743,0.8413443368386176,-0.943750653675124,1.1131944741884807,-1.5265569990542818,-0.4044378524754562,0.2143502447072833,0.1258254513237421,1
-4.552052331098226,2.781398937614762,-0.1646484056845613,-0.8730193890197951,0.7311200264280966,-1.745812894146877,-1.718788692538862,-0.1873569331847069,0.2006247395058497,2.008469730370928,0
0.6046108920730766,0.9967731882972132,-1.8673774096661373,1.5209868193286622,-1.555134972879341,0.2929837081810014,1.0960715772242486,1.645395567895256,-0.081899038217181,-1.4981511845321127,1
2.806994504132247,-0.9886538856192904,-3.765895665083945,2.681482626445421,-2.9502272271392918,0.0583271982321171,-0.3582455629680164,0.1238399930714911,2.5229671161137146,0.1025352736503422,1
-0.2173030901647745,0.8938705865764639,-4.2635147078587226,-0.2343266008802259,-1.6899037178807903,-1.141473259318389,-2.7912452817207365,-0.2527118599715851,0.8416383903770888,4.538575723820843,1
2.1103488481486026,0.0001121434128401,2.5184408466742645,2.49012280819746,1.4084374611840704,-1.2890527192656458,-2.2528186287527667,0.1433290893366587,-1.4207962807515626,-2.8634056877804848,1
-2.499699547282581,3.8021436117870304,0.2008799971968956,-2.808553454153756,2.978008831945517,0.6157318150048987,-0.7091838093512947,0.5632765545764779,-1.7944063721159855,0.0851530631121852,0
1.7142772120220453,-0.3358138125701995,-4.35289995044737,-1.365249603720133,-0.9760504734845252,1.5344550745167864,-1.1682250408258077,-1.1433397430844328,1.8051080527758412,3.236915156980602,0
4.579910997424561,-1.7619667070661404,0.635426662972204,1.3288166893648272,-1.081963384749003,-2.3107818630278434,0.7581749489388374,-0.016163834618766,-1.8020691778225189,-0.062821586001858,1
-0.685141546184419,3.243428323993238,-5.0776429481801975,-0.0167001244267162,-1.5587930482574834,-0.0454711388770492,-0.5318949913460742,-1.0996985874056615,0.6567820288346533,1.6048891041666895,0
1.1253712759754206,-2.0539393446335263,-0.7503166263905015,1.462691910509062,-0.2043990274724543,1.588857257052375,-1.7190493922228915,-1.0398073344765253,3.8941478842320856,-0.5720606656486382,0
